AQI_Value,CO_AQI_Value,Ozone_AQI_Value,NO2_AQI_Value,PM2.5_AQI_Value,latitude,Liquefied_Natural_Gas
60,2,31,11,60,39.7157,-86.0871
48,1,30,1,48,48.3069,18.0864
59,1,13,3,59,-21.9808,-42.3678
64,1,31,0,64,10.4456,-75.3686
26,1,8,4,26,-31.5342,-68.5261
38,1,25,0,38,7.3833,-1.3667
36,1,18,2,36,-34.5167,-56.2833
23,0,23,0,9,-23.2008,-47.2869
42,1,26,3,42,42.114,-70.7151
75,2,14,19,75,41.7248,-87.828
75,1,39,0,75,40.7894,43.8475
52,1,23,0,52,14.1356,122.9244
48,1,29,3,48,56.3269,44.0075
63,1,23,1,63,14.9167,120.7667
57,1,57,0,53,43.7,11.8167
133,4,133,4,122,30.3833,113.4
42,1,32,8,42,41.5317,-81.5794
145,3,145,1,103,29.2167,119.4722
185,36,10,22,185,-26.2678,27.8585
59,1,27,0,59,7.5,100.0
86,1,21,2,86,22.1522,-80.2011
67,2,21,16,67,39.6776,-75.7576
39,1,29,6,39,40.555,-84.5626
69,2,36,6,69,37.9842,23.7281
41,1,41,0,39,37.8833,14.95
182,5,51,8,182,33.9925,72.145
35,0,35,1,28,52.3167,9.8
43,1,43,0,25,38.5397,141.1282
53,1,40,4,53,40.8618,-74.0741
97,1,25,0,97,18.152,-65.8204
39,2,33,8,39,34.4128,-119.8614
41,1,21,5,41,35.1204,-120.6197
46,1,46,3,38,33.9917,-83.7218
36,1,36,1,27,51.7833,8.8167
69,2,35,4,69,45.6758,6.3925
37,1,37,1,29,51.75,11.4667
180,1,47,0,180,26.2658,78.6711
27,0,27,1,16,40.6667,-7.9167
162,5,0,15,162,16.5,-92.8667
55,1,23,9,55,42.127,-72.4308
28,0,26,2,28,51.3333,7.05
26,1,5,0,26,-7.3333,-75.0167
29,0,20,0,29,-10.0686,-78.1603
58,2,35,6,58,36.5831,-79.4088
53,1,46,2,53,48.6167,12.2167
70,2,15,23,70,41.4906,-87.5706
65,1,17,1,65,-20.17,28.58
33,1,33,0,19,49.6167,106.35
56,1,56,1,26,37.0378,27.4242
56,2,3,4,56,34.0543,-106.9065
75,1,32,7,75,33.6677,-86.8069
181,3,94,4,181,22.97,88.26
47,1,47,0,12,56.4161,10.8923
48,1,15,0,48,5.03,118.34
61,1,15,11,61,53.4083,-2.1494
79,3,6,8,79,7.6392,-73.3358
33,0,33,0,33,54.9517,20.2333
36,1,18,8,36,32.9783,-115.5287
18,1,4,2,18,40.0667,-2.15
31,1,31,0,17,65.85,24.15
61,1,19,7,61,48.8966,2.4017
167,4,71,5,167,22.65,88.29
66,2,18,13,66,42.1351,-71.968
44,1,44,0,27,37.9261,41.7003
51,1,38,0,51,24.7428,120.9991
18,0,18,0,14,-27.585,-50.3608
79,3,25,1,79,4.05,9.7
129,3,39,7,129,18.1159,83.406
58,1,18,5,58,38.3593,-98.8015
37,1,37,4,35,41.5521,-93.7806
56,1,25,2,56,25.7578,-102.9831
104,1,27,3,104,28.7,-100.5231
28,0,28,0,9,46.7236,14.0919
56,1,12,10,56,53.5547,-1.4791
154,4,1,21,154,-24.0061,-46.4028
161,5,20,10,161,32.385,75.517
34,0,18,1,34,-8.6639,-35.1589
35,1,32,4,35,41.7137,-70.4851
30,0,24,1,30,29.9932,-97.8852
31,1,31,5,25,38.7992,-9.3883
19,1,15,0,19,39.8567,-4.0244
79,2,15,11,79,43.3603,76.8578
54,1,35,4,54,45.4064,11.8778
117,3,117,3,101,23.67,116.63
34,0,34,0,14,53.5355,8.6622
27,0,21,0,27,11.4167,76.8667
60,2,29,6,60,51.9381,10.335
71,2,35,0,71,8.8464,7.8733
53,2,36,8,53,43.1608,13.7158
33,1,10,1,33,-24.7361,-48.1228
60,1,36,0,60,-7.3281,108.3336
33,1,12,0,33,2.1442,27.9929
30,0,30,1,25,52.4081,-1.5106
38,1,38,1,38,51.8333,5.2833
32,1,32,3,15,53.9919,-1.5378
39,1,39,1,34,43.8175,7.775
34,0,29,3,34,51.0,4.3
35,1,35,1,25,53.2833,9.7167
40,1,40,0,25,44.7181,26.6453
45,1,27,0,45,12.5833,121.5
29,0,29,1,29,52.4275,9.4294
86,1,37,3,86,47.189,19.3126
65,1,27,8,65,50.9722,4.4222
37,0,33,1,37,52.5583,13.0917
54,2,25,8,54,39.2238,-121.0522
72,1,24,3,72,36.2933,-88.3065
58,1,46,1,58,35.463,-97.371
55,1,11,11,55,27.477,-81.453
95,3,13,25,95,51.4947,-0.1353
36,0,36,1,35,52.2333,4.4333
34,1,34,0,21,50.9167,128.4667
128,4,4,32,128,34.0555,-117.9113
31,0,31,2,12,-27.6167,152.7667
197,4,27,10,197,19.2044,-98.8025
87,1,40,2,87,45.8333,20.45
264,15,8,52,264,-6.5742,106.632
59,1,12,15,59,43.36,-5.845
43,1,43,0,16,36.7372,-5.1647
63,1,24,11,63,55.6617,37.8672
25,0,25,0,6,-30.9828,-54.6728
18,0,18,0,14,-24.5089,-50.4139
74,3,69,4,74,40.6328,122.5021
51,1,20,8,51,51.35,5.4667
47,0,32,1,47,42.3219,-77.3083
131,1,18,2,131,19.8,-70.6833
59,1,41,0,59,41.4264,21.4536
114,3,14,13,114,26.7038,-80.2241
55,1,24,4,55,57.4667,42.15
181,2,136,1,181,31.2235,75.2041
195,11,2,13,195,17.5167,-93.2
40,1,37,0,40,40.945,40.2644
44,1,9,1,44,9.25,-73.8167
15,0,15,1,15,-36.3583,146.3125
73,2,41,9,73,40.9093,-73.0486
47,1,47,1,39,42.6167,14.0667
34,1,34,1,27,52.4,20.8833
65,2,11,6,65,-26.1167,-55.93
38,1,21,0,38,9.3394,-65.3167
33,0,29,1,33,56.6333,9.8
44,1,44,1,29,42.2651,-72.672
59,1,59,0,58,44.3655,20.9587
33,1,33,2,32,62.4167,25.95
55,1,37,3,55,49.1833,9.4333
45,1,43,3,45,38.9613,-76.9548
153,3,73,2,153,22.0667,88.0698
150,2,25,8,150,13.995,-89.5561
50,1,7,2,50,-25.2333,-57.25
42,1,42,0,33,34.7709,138.252
29,1,29,0,16,58.2358,92.4828
41,1,36,1,41,51.6167,8.35
36,0,34,1,36,52.35,8.0167
17,0,16,0,17,-5.0167,32.8
44,1,44,1,20,41.0333,16.75
36,1,36,3,13,43.2,-79.55
51,1,32,1,51,38.7703,-121.3196
132,1,23,2,132,32.5781,-97.3585
73,1,26,3,73,34.1253,-93.0729
54,1,6,14,54,40.6519,-112.0095
63,1,48,0,63,36.85,27.2333
46,1,20,4,46,36.2333,-115.2654
81,0,27,0,81,18.2164,83.8856
118,1,42,1,118,45.2542,19.8425
34,1,20,3,34,7.0781,-74.7017
57,1,15,2,57,-20.3364,-40.2936
53,2,10,1,53,12.1837,18.7
38,1,38,2,34,44.4111,8.9328
42,1,42,3,26,40.2851,-83.0741
46,1,27,3,46,51.3422,9.8578
40,1,31,0,40,38.7225,35.4875
55,1,21,8,55,36.8019,140.751
39,1,39,0,27,51.2039,58.3114
29,0,23,0,29,-22.9167,44.5497
52,1,28,1,52,52.7819,28.0525
46,1,20,1,46,-26.8989,-48.6539
29,1,29,5,29,43.3267,-70.6336
124,3,124,1,91,-6.3125,107.295
64,1,31,1,64,28.6353,-106.0889
53,1,29,8,53,41.489,-73.0518
24,0,23,0,24,-6.9838,-60.2699
71,2,0,8,71,10.3441,-84.4199
57,1,10,1,57,13.4842,-86.5817
28,1,22,5,28,55.8051,-4.2946
25,0,25,0,11,-36.1214,146.8881
52,1,41,0,52,45.1872,25.6622
170,5,48,12,170,28.4069,77.8497
97,3,21,11,97,26.4179,112.8457
46,1,38,1,46,50.6901,3.1817
42,1,42,2,32,42.5167,12.5167
29,1,29,0,28,58.0667,60.7167
144,2,26,8,144,16.2,-89.44
285,23,31,14,285,-8.58,13.6642
32,1,32,2,15,36.3145,139.5783
75,1,75,1,34,35.8077,139.7241
47,1,24,3,47,48.7117,9.4164
192,7,15,17,192,-26.1797,27.7042
60,2,25,11,60,30.6643,-91.1634
98,5,8,39,98,40.8435,-73.2833
44,1,44,3,34,41.1765,-81.4344
61,2,2,9,61,-38.7433,-72.95
50,0,28,0,50,-19.82,-40.2728
80,1,45,0,80,38.4561,48.8786
30,1,30,0,19,4.7086,115.0739
31,1,31,0,25,56.4886,84.9522
41,1,34,4,41,41.8379,-71.3174
53,1,24,0,53,6.6,124.85
67,1,29,2,67,45.5614,-122.837
76,2,35,0,76,-2.9333,11.0
133,3,4,12,133,36.0671,138.0493
32,0,32,1,26,48.5967,8.8708
42,0,32,1,42,51.8931,10.1783
30,0,25,0,30,20.5104,-86.9493
41,1,30,1,41,52.5833,41.5167
60,3,59,1,60,39.6896,122.9664
41,1,41,0,19,53.7,17.55
54,2,41,0,54,7.2061,100.5967
79,1,32,4,79,36.333,-86.7026
33,0,32,3,33,38.6147,-9.1508
38,1,38,1,35,51.8,4.9
38,1,21,7,38,51.8,5.7333
124,4,20,8,124,26.4679,92.4734
48,1,43,0,48,51.9667,8.6667
201,5,201,4,154,30.5,117.0333
56,2,32,10,56,38.758,-89.9822
38,1,38,0,35,40.2,-77.2034
58,1,28,2,58,24.0515,105.0573
64,1,46,0,64,47.2167,27.8167
39,2,7,0,39,2.7833,27.6167
60,1,39,1,60,46.8356,26.5117
39,1,3,3,39,2.1142,-76.9831
119,4,0,8,119,-19.4658,-44.2469
38,1,23,9,38,42.0352,-70.9424
32,1,32,1,18,36.142,-120.3242
84,2,24,4,84,-22.96,-44.0408
56,1,9,1,56,-3.7419,-43.36
104,1,16,2,104,10.8,-74.9167
27,1,25,3,27,53.443,-1.949
77,2,18,17,77,42.5388,-82.9496
44,1,38,3,44,36.7555,-108.1823
78,3,24,2,78,11.6742,10.1911
41,1,41,0,30,39.4254,-84.2133
22,0,21,0,22,5.7919,0.9003
46,1,34,2,46,49.8167,10.9833
49,1,20,10,49,49.25,-123.1
27,0,11,0,27,-17.1178,-63.2331
50,1,15,10,50,52.7599,-1.9388
111,5,40,0,111,51.1031,114.5228
41,1,41,1,32,52.0833,21.25
36,1,33,2,36,51.6833,7.4833
67,2,2,12,67,40.1686,-105.1005
39,1,26,3,39,51.1833,3.1
157,3,21,15,157,60.4333,25.05
39,1,39,1,18,33.3694,131.5324
73,1,18,1,73,29.19,-108.1414
55,1,7,0,55,-15.965,-54.9678
62,1,8,4,62,41.106,-7.964
61,2,21,0,61,-1.8764,15.8644
44,1,34,1,44,52.65,17.95
180,2,22,1,180,-1.285,29.685
14,0,14,0,10,-21.4375,-65.7158
50,1,41,0,50,52.3,76.95
62,1,37,1,62,38.8821,-99.3221
45,1,19,1,45,14.6605,74.3047
28,1,28,4,25,42.1925,-71.7741
52,1,29,3,52,48.5667,10.4667
61,1,34,4,61,51.0167,7.3833
73,1,38,0,73,40.5161,50.1164
78,2,11,27,78,41.7485,-87.92
54,1,35,5,54,52.0117,4.3592
58,1,28,0,58,6.6386,100.424
40,1,40,1,38,43.3458,44.2028
22,1,16,0,22,0.78,127.3819
51,1,25,0,51,-8.7223,116.2923
36,0,36,1,27,49.4811,8.4353
12,0,9,0,12,-17.9667,-67.1167
97,0,27,0,97,13.5961,124.0992
28,1,28,0,13,60.6072,15.6311
56,1,56,1,35,31.1975,29.8925
38,1,25,0,38,-32.9667,138.8333
64,1,35,3,64,50.05,10.2333
56,2,3,4,56,9.6181,125.9661
56,1,18,6,56,52.135,-0.47
32,1,32,0,16,50.2881,-107.7939
48,1,48,2,25,40.85,17.1167
150,2,25,8,150,14.58,121.012
54,1,45,0,54,50.5833,21.6833
42,1,21,5,42,26.1844,-81.7031
21,0,21,0,14,-7.5908,-37.5394
62,1,38,4,62,50.5508,9.6753
50,2,38,7,50,43.4322,13.6647
52,1,27,1,52,-11.0889,-43.1419
65,1,40,0,65,28.35,82.1833
79,1,26,3,79,37.821,-96.8613
15,1,15,0,15,-3.8375,32.6
55,1,37,2,55,39.9286,-74.2022
43,1,23,2,43,48.0817,7.3556
65,1,29,3,65,31.8248,-81.6137
52,1,40,2,52,40.725,19.5572
187,3,164,2,187,24.9365,85.925
24,1,24,0,21,13.83,77.49
73,1,22,0,73,7.0,-75.5
46,1,26,4,46,50.7833,4.5333
50,1,41,4,50,42.05,12.6167
65,2,30,0,65,12.245,109.1917
30,1,30,1,26,56.7,60.1167
39,0,25,0,39,13.5833,102.9833
66,2,2,6,66,-27.0569,-49.5178
17,0,15,0,17,4.5092,-73.3494
56,1,43,5,56,40.8565,-74.2288
56,1,25,2,56,4.0,-76.2292
48,1,21,0,48,10.7167,122.5667
29,0,29,3,25,51.28,1.08
75,2,18,20,75,40.1735,-76.8655
52,1,23,0,52,14.1,121.0167
87,2,21,28,87,34.084,-118.1355
56,1,35,3,56,44.0,8.1667
21,1,21,1,13,53.9169,-122.7494
103,1,19,2,103,30.1584,-96.3966
39,1,39,1,18,43.5286,11.57
45,1,45,3,33,41.3196,-81.6779
50,1,12,4,50,20.483,-100.933
67,1,39,2,67,45.9833,12.7
25,0,20,0,25,-9.045,-35.3978
109,2,21,12,109,47.9096,-122.3035
70,1,38,4,70,45.3667,10.1333
69,1,42,0,69,48.5514,19.4183
54,1,31,5,54,39.1339,-77.1464
51,2,39,7,51,41.7667,12.2333
31,1,23,1,31,33.8678,-118.0686
61,2,7,5,61,14.9442,-91.1105
49,1,34,4,49,41.8435,-90.2412
61,1,26,6,61,43.1394,5.8469
191,1,40,0,191,23.4313,86.1493
47,1,39,4,47,42.4741,-71.0972
44,1,27,10,44,39.2774,-76.8345
38,1,13,0,38,5.7833,36.5667
72,2,17,16,72,35.1117,-85.2962
34,0,34,1,31,53.5344,9.6817
73,2,19,19,73,40.7675,-74.0323
52,1,26,2,52,49.5939,17.2508
50,1,7,2,50,-4.1419,-40.5819
71,2,14,20,71,40.8192,-74.3638
240,6,156,9,240,29.35,78.58
49,1,21,14,49,33.7843,-112.2989
43,1,43,0,24,36.7644,137.3412
50,1,50,1,28,43.4642,13.5461
49,1,31,7,49,42.6735,-83.2448
106,3,20,4,106,-31.4278,-62.0619
33,0,25,1,33,-38.15,144.35
74,2,21,2,74,52.05,5.6667
32,0,22,0,32,-12.9667,40.55
121,0,29,0,121,18.0765,-66.3638
29,1,27,6,29,11.65,78.15
43,2,40,6,43,18.0333,-77.5
51,1,26,1,51,43.2352,-87.9839
44,1,44,1,31,43.2167,27.9167
54,1,30,0,54,7.9333,1.9667
38,1,23,3,38,50.6558,3.071
50,1,26,11,50,29.9609,-90.1554
128,4,69,3,128,24.1681,115.6669
50,0,23,0,50,15.1832,74.971
56,1,25,2,56,-33.6794,-59.6669
68,2,26,5,68,42.098,-76.0639
29,1,29,1,22,38.635,-0.8658
170,3,96,2,170,34.4961,136.5462
82,2,9,30,82,41.895,-87.8194
28,1,28,2,28,46.6486,-0.2469
66,1,19,1,66,13.75,-89.5
60,1,36,3,60,39.0269,-84.2218
36,1,36,4,17,38.6667,-9.0667
52,1,40,1,52,51.3333,6.5667
152,0,38,0,152,22.1013,80.5497
47,1,34,4,47,35.7548,139.3874
47,1,47,2,37,43.25,13.5167
79,3,6,8,79,14.8719,-91.5619
53,1,41,0,53,43.6003,46.7789
47,1,36,0,47,54.0333,22.5
38,1,23,3,38,48.7775,9.18
53,1,30,0,53,10.2358,-85.6408
67,1,29,2,67,35.4483,-97.4408
47,1,27,0,47,16.7833,121.5333
45,1,45,2,31,40.0986,-75.2016
54,1,28,8,54,40.6894,-75.1821
42,1,21,0,42,4.0167,9.2167
71,2,27,7,71,34.8363,138.1927
81,1,46,2,81,41.8,12.6
88,1,23,4,88,-28.4667,-59.05
34,0,33,0,34,55.5,25.6
51,1,6,3,51,-36.8167,-72.6667
64,1,27,3,64,48.6958,9.3175
53,1,30,0,53,36.9789,-122.0346
60,1,40,0,60,44.9261,2.4406
29,1,29,0,19,17.2958,82.4752
67,2,8,0,67,8.5667,16.0833
26,1,26,0,3,66.6572,66.4183
55,1,45,0,55,51.1833,7.4667
87,3,1,8,87,-16.4958,-49.4258
44,1,21,0,44,-19.1667,46.7333
111,3,13,11,111,14.6,-91.7
80,2,13,6,80,-22.2819,-42.5311
29,1,11,0,29,37.6059,-93.4175
66,1,19,0,66,48.5667,-78.1167
36,1,36,0,13,57.629,18.3071
35,1,35,1,26,-5.0569,-73.8515
65,2,22,14,65,42.603,-89.6381
180,5,5,19,180,19.6333,-99.0931
36,0,34,1,36,52.7167,10.7333
54,1,39,3,54,45.4931,12.1606
142,1,27,0,142,2.7833,45.5
31,0,31,2,12,42.6857,-70.8399
37,1,24,3,37,50.9172,3.215
45,1,32,7,45,40.011,-82.7155
55,1,18,3,55,19.58,-70.99
34,1,34,0,32,41.005,39.7225
68,2,14,14,68,42.7491,-71.491
56,1,33,0,56,58.05,65.2667
130,1,13,4,130,10.9833,-74.8019
325,2,160,2,325,31.2154,76.1415
70,1,35,1,70,51.5206,30.7569
53,1,28,1,53,-19.9358,-40.6
53,1,38,3,53,51.6317,10.4706
41,1,41,1,29,40.808,140.4401
28,1,28,1,15,51.9333,43.5
46,1,28,2,46,51.4167,9.9333
49,1,49,0,41,40.4,15.6
23,0,23,0,18,-13.2,49.05
162,5,0,15,162,17.7446,-91.7651
45,1,15,1,45,-34.0356,23.0489
70,1,7,9,70,19.1608,-99.6172
57,0,27,1,57,35.5182,-108.7431
32,1,32,6,30,39.3021,-76.4449
82,2,13,9,82,14.7361,-91.1558
186,1,94,2,186,36.5667,10.8667
29,1,23,1,29,45.9,-77.2833
28,1,28,3,16,10.7833,122.5833
41,1,4,2,41,-4.32,-79.56
30,0,16,1,30,20.2094,-75.2231
56,1,56,1,35,-6.4128,-38.0158
79,1,29,2,79,37.925,41.9458
64,1,24,13,64,40.7677,-74.0168
61,2,18,6,61,49.15,0.23
35,1,32,4,35,5.9167,-75.6667
48,1,48,1,41,41.1,13.8833
68,2,34,6,68,53.3572,-113.4147
67,1,24,1,67,11.1197,76.131
64,1,51,0,64,48.8569,10.3522
45,1,33,3,45,48.82,7.79
30,1,30,3,30,51.3667,5.0
42,1,40,1,42,51.5833,5.2
49,1,33,1,49,45.8781,8.4069
68,1,40,1,68,50.25,12.0167
56,1,18,6,56,42.9406,-71.5302
24,0,24,2,17,26.6461,-80.2699
60,2,47,8,60,40.9667,14.5333
27,0,27,2,21,41.15,-8.5333
60,1,21,0,60,4.1833,19.9
60,1,28,2,60,11.4933,78.0312
160,1,37,0,160,23.4564,75.4131
216,21,105,7,216,-4.325,15.3222
41,1,30,8,41,38.7601,-76.9642
44,1,32,3,44,43.3329,141.8538
39,0,39,0,27,53.4699,8.6479
35,1,35,0,31,42.4801,-79.3324
35,0,22,0,35,14.2306,100.0389
156,1,33,0,156,22.23,73.08
55,1,43,2,55,38.05,13.3833
23,1,3,1,23,19.9833,-102.2833
63,1,37,0,63,-7.6,109.5167
36,1,18,0,36,12.0667,1.7833
40,1,24,2,40,44.4475,1.4406
30,0,26,0,30,-22.6508,-42.3919
33,1,23,0,33,-21.0328,-44.7578
43,1,12,1,43,-21.4678,-49.2208
48,1,48,1,38,39.8173,-74.9898
47,1,39,1,47,51.7667,6.8333
189,2,96,1,189,25.32,85.28
45,1,19,0,45,9.5597,-69.2019
61,2,24,5,61,38.1593,-79.0611
87,2,29,0,87,11.5189,13.6842
44,1,30,1,44,49.5097,-115.7667
55,1,47,0,55,51.0589,8.7967
71,2,28,10,71,34.7837,-82.4027
62,1,23,1,62,13.9283,120.951
47,0,30,0,47,16.0531,103.6511
79,2,7,18,79,47.2524,-122.3153
38,1,38,0,37,36.7831,-2.8167
83,1,48,0,83,45.6333,11.55
185,1,83,1,185,25.33,84.42
76,1,31,3,76,49.5811,2.9989
55,1,32,1,55,44.5817,-92.6036
32,0,32,3,21,43.186,-70.666
30,1,30,1,29,49.4003,15.5906
23,1,23,1,18,57.4778,-4.2247
33,1,33,2,15,40.2842,-78.8449
38,1,28,4,38,51.4508,7.0131
70,1,61,1,70,40.4,18.1333
30,0,30,0,10,46.616,11.1449
47,1,33,0,47,42.0267,35.1511
151,1,26,2,151,14.1014,-15.5432
27,1,25,5,27,51.3591,0.0741
78,2,43,0,78,11.0667,7.7
39,0,23,0,39,13.8174,99.883
44,1,34,0,44,56.6167,23.2667
32,0,28,1,32,47.7833,11.8333
68,2,9,6,68,10.0261,-74.6211
40,1,27,0,40,-12.5333,27.85
60,1,33,0,60,56.1333,47.25
54,1,47,0,54,50.95,7.5333
37,1,21,0,37,-16.7711,26.9922
63,1,30,5,63,44.6072,10.9333
39,1,15,2,39,-26.87,-58.3
59,2,38,8,59,51.26,-2.191
65,2,38,9,65,41.3345,-72.7004
24,0,20,0,24,-26.6333,-57.1667
176,5,34,23,176,31.5667,120.2833
42,1,42,0,22,53.05,16.4667
27,0,13,1,27,-6.6069,-39.0619
51,1,51,0,34,40.5743,9.6963
58,1,46,5,58,32.0867,-81.1773
40,1,38,1,40,42.6713,-71.0865
84,2,25,1,84,-0.3692,35.2839
192,2,137,1,192,30.7258,72.6447
65,1,35,0,65,52.0333,47.7833
65,1,33,3,65,50.5167,8.3833
43,1,32,1,43,53.7,40.05
75,3,18,17,75,34.8821,-82.3336
42,1,42,0,31,39.5667,2.65
156,2,117,0,156,32.5797,73.4814
62,1,14,12,62,29.6493,-81.6705
46,1,32,8,46,45.0842,-93.1358
51,1,44,1,51,41.2063,-73.9884
26,1,26,4,26,40.1735,-122.2413
46,1,44,3,46,35.3663,136.5379
41,1,23,4,41,50.2514,4.6044
61,1,24,7,61,29.5389,-81.2457
44,1,27,4,44,53.9194,10.6975
163,5,4,25,163,32.8439,-116.7585
29,0,29,1,24,48.8833,12.5667
71,1,39,4,71,51.35,8.2833
93,3,10,29,93,33.8003,-117.9935
39,1,39,0,38,38.0856,-0.9469
151,3,151,1,100,32.6351,110.7755
114,4,4,33,114,40.6309,-75.4834
28,1,28,2,21,45.55,11.55
65,3,11,12,65,40.426,-74.6791
160,1,42,1,160,25.18,75.83
113,2,22,12,113,50.3025,18.7781
34,1,34,1,30,57.0,61.4667
61,1,21,4,61,33.8676,-118.0805
26,1,3,1,26,2.9383,-73.2083
42,1,39,6,42,39.0028,-77.0207
41,1,41,1,24,44.9233,37.9806
155,0,28,0,155,22.3,73.2
38,1,33,4,38,52.2667,4.75
64,2,15,13,64,34.0601,-117.4013
60,2,22,9,60,36.0956,-79.8271
73,1,37,1,73,46.175,21.3125
51,2,28,1,51,26.63,92.8
46,1,9,1,46,-22.5328,-52.1678
65,2,22,14,65,41.9155,-83.3849
33,1,33,1,33,53.0833,18.2333
73,2,29,8,73,34.3597,135.2394
52,1,26,10,52,42.0465,-70.7139
29,0,21,0,29,13.4097,100.0017
159,3,4,16,159,10.2333,-67.8833
94,1,94,0,16,-7.6358,-37.8778
200,11,16,7,200,-4.9729,23.4368
33,0,33,0,26,47.6678,-2.9825
57,2,14,0,57,10.3428,15.2406
40,1,40,0,24,47.3139,130.2775
37,1,37,2,26,38.4362,-78.8735
32,0,32,1,31,51.2,3.4333
26,1,26,0,13,56.7667,54.15
44,1,28,0,44,19.4208,-102.0628
48,1,25,3,48,50.9333,9.2167
164,4,164,4,149,38.8671,115.4845
41,1,41,0,30,36.204,-86.3481
34,1,34,8,26,36.8945,-76.259
55,0,21,1,55,12.5242,76.8958
56,1,17,0,56,6.8161,-5.2742
150,2,25,8,150,13.9333,-87.2667
275,15,8,20,275,-26.6992,27.8356
42,1,34,0,42,58.6,35.8167
150,5,0,10,150,-19.6178,-44.0428
82,1,82,1,14,28.293,-82.6907
27,0,27,0,20,-38.3833,142.4833
68,1,38,3,68,49.6431,8.6389
29,1,29,0,9,59.2167,39.9
28,0,28,0,26,18.1978,120.5936
136,3,136,3,104,42.2841,123.8365
42,1,42,0,35,52.0167,18.5
41,1,41,2,38,36.3351,-92.384
27,0,27,2,26,51.5667,6.9667
35,1,29,1,35,47.1533,9.8219
34,0,34,0,14,53.2214,7.8097
39,1,21,7,39,36.0311,-120.1162
60,2,1,8,60,9.5,-75.1667
36,1,36,0,22,26.455,-80.0905
61,1,38,3,61,45.014,8.6458
87,3,12,6,87,25.2792,91.7242
55,1,12,18,55,36.5793,-82.5096
35,1,35,0,29,44.0167,144.2667
26,0,15,0,26,-6.75,38.1167
46,1,46,0,34,36.6333,33.4333
59,1,27,3,59,47.4667,9.05
42,1,40,2,42,39.2246,-77.2659
40,1,39,3,40,35.7768,140.0008
26,1,8,4,26,17.7431,120.4583
60,1,19,3,60,28.4214,-100.7675
35,0,24,0,35,13.8206,100.0625
58,1,49,1,58,34.8354,-82.3646
66,2,13,20,66,41.9142,-87.9054
133,3,3,11,133,13.6983,99.9068
57,1,32,0,57,44.7667,16.6667
40,1,11,11,40,39.8935,-83.4375
51,1,39,0,51,46.93,26.93
73,1,73,0,56,40.8333,14.5
11,0,11,1,4,-45.8647,-67.4808
29,1,29,0,8,59.1167,31.6667
57,2,13,9,57,43.0674,-73.7775
34,1,34,2,27,51.0333,7.5667
195,4,195,3,161,-6.12,106.1503
43,1,14,1,43,-22.0061,-51.5531
51,1,23,0,51,11.45,123.15
38,1,38,0,13,47.4435,35.2802
54,1,27,2,54,33.5657,-101.8879
50,1,37,4,50,44.4325,26.1039
31,1,31,1,15,47.5833,12.1667
40,1,17,0,40,8.2772,-10.5739
44,1,38,3,44,42.9895,-77.3087
64,2,14,19,64,33.6099,-117.7299
75,2,22,4,75,29.3683,-94.9941
65,1,30,5,65,41.9804,-88.2071
12,0,8,0,12,-13.1631,-74.2244
23,1,23,0,23,-20.8667,46.8833
37,1,30,3,37,51.3333,4.3667
38,1,38,1,26,45.6403,0.1978
63,1,24,3,63,51.05,16.2
76,2,32,13,76,40.2965,-73.9915
113,1,27,2,113,7.7306,125.1
30,1,30,0,24,22.7753,-81.0153
120,1,34,1,120,42.8833,74.85
54,1,28,7,54,28.9642,-98.4957
39,1,39,4,19,41.0667,14.3333
51,1,38,3,51,34.1618,-119.2036
76,1,76,0,29,42.0833,12.2667
102,2,26,11,102,50.0833,18.55
50,1,7,2,50,-5.0389,-42.4608
79,1,23,4,79,34.5055,-87.7283
88,3,88,1,81,19.6167,110.75
57,1,26,8,57,29.1085,-81.0137
187,2,129,0,187,25.2463,87.038
147,1,25,0,147,9.6833,39.5333
36,1,36,0,24,45.6855,28.6134
35,1,30,0,35,50.0833,45.4
98,2,46,0,98,11.7444,11.9611
39,1,30,3,39,36.2097,-5.3844
176,2,21,3,176,15.6167,-16.2167
30,0,30,2,16,51.8175,-0.3524
64,2,32,9,64,33.7059,-84.2763
22,0,22,0,19,-9.3,32.7667
58,3,16,1,58,5.4667,10.4167
40,1,38,3,40,40.5082,-78.4007
44,1,44,1,22,47.5994,37.4999
12,1,1,0,12,-20.1,-63.5333
50,1,43,1,50,46.8673,-96.7461
61,1,28,6,61,41.9586,-87.8693
152,1,45,1,152,-7.2458,112.7378
44,1,20,3,44,46.9481,1.9933
52,1,20,0,52,-22.6136,-45.1761
22,1,12,0,22,15.2,-87.8833
44,1,44,1,43,37.1051,-76.5185
96,1,59,0,96,45.7333,8.6333
26,1,26,1,23,38.9611,-0.585
42,1,42,0,36,52.3153,7.8806
72,2,16,1,72,0.0167,37.0667
34,1,26,1,34,46.85,9.5333
45,1,19,5,45,40.795,-74.1617
46,1,26,4,46,43.2508,-5.7767
50,1,41,3,50,45.2545,-93.2039
107,4,89,3,107,27.795,114.9242
62,1,44,1,62,45.5556,18.6944
27,1,11,0,27,16.5142,-89.4158
165,3,165,1,162,30.7,76.22
41,1,41,2,34,41.7991,-85.4184
28,1,28,0,12,49.8353,-124.5247
34,1,15,10,34,51.0632,-1.308
27,0,27,2,26,51.45,6.2667
23,1,5,1,23,-19.7278,-50.1958
50,1,50,0,14,45.3272,14.4411
52,1,31,2,52,47.3667,9.6667
